wikipedia_title,wikipedia_url,question_original,question,question_type,answer,evidence,evidence_section_id,evidence_section_title,dataset_name,dataset_category_id,wikipedia_url_used_in_train,encyclopedic_vqa_split,dataset_image_ids
Gavia pacifica,https://en.wikipedia.org/wiki/Pacific_loon,"What is the habitat of this bird? (e.g. forest, desert, jungle, etc.)",What is the habitat of this bird? ,templated,"tundra lakes, open ocean and large bodies","The Pacific loon breeds on tundra lakes, and winters in the open ocean or other large bodies of water.",4,Habitat and range,inaturalist,3643,True,test,2776661
Malurus melanocephalus,https://en.wikipedia.org/wiki/Red-backed_fairywren,In which country or region does this animal live?,In which country or region does this animal live?,templated,Australia,It is endemic to Australia,0,Red-backed fairywren,inaturalist,3921,True,test,2740831
Sternula albifrons,https://en.wikipedia.org/wiki/Little_tern,In which country or region does this animal live?,In which country or region does this animal live?,templated,"Europe and Asia,South Africa and Australia.","This bird breeds on the coasts and inland waterways of temperate and tropical Europe and Asia. It is strongly migratory, wintering in the subtropical and tropical oceans as far south as South Africa and Australia.",0,Little tern,inaturalist,3435,True,test,2700930
Sternula albifrons,https://en.wikipedia.org/wiki/Little_tern,Where does this animal reside in winter?,Where does this animal reside in winter?,templated,subtropical and tropical oceans,wintering in the subtropical and tropical oceans as far south as South Africa and Australia.,0,Little tern,inaturalist,3435,True,test,2785468
Cophosaurus texanus,https://en.wikipedia.org/wiki/Greater_earless_lizard,What does this reptile eat?,What does this reptile eat?,templated,"crickets, grasshoppers, caterpillars, ants, flies, beetles, and bugs","They are primarily insectivores, preying on wide variety of crickets, grasshoppers, caterpillars, ants, flies, beetles, and bugs.",0,Greater earless lizard,inaturalist,5033,False,test,2714338
Cophosaurus texanus,https://en.wikipedia.org/wiki/Greater_earless_lizard,How large does this animal become typically?,How large does this animal become typically?,templated,8-18.4cm,"Texas greater earless lizard (C. t. texanus), males 8.3 – 18.1 cm. [3.25 – 7.1 in.], females 7 – 14.3 cm. [2.75 – 5.6 in.]; Chihuahuan greater earless lizard (C. t. scitulus), males 9 – 18.4 cm. [3.5 – 7.25 in.], females 6.7 – 13.5 cm. [2.6 – 5.3 in.] in total lengths",3,Description,inaturalist,5033,False,test,2717721
Cophosaurus texanus,https://en.wikipedia.org/wiki/Greater_earless_lizard,"What is the habitat of this reptile? (e.g. swamp, mountain, desert etc.)",What is the habitat of this reptile? ,templated," scrubland and areas of sparse vegetation, with rocks and boulder.","it typically occupies open scrubland and areas of sparse vegetation, with rocks and boulder.",8,Habitat,inaturalist,5033,False,test,2723714
Cophosaurus texanus,https://en.wikipedia.org/wiki/Greater_earless_lizard,When is the mating period?,When is the mating period?,templated,April to August,"Mating occurs from April to August,",6,Reproduction,inaturalist,5033,False,test,2694472
Cophosaurus texanus,https://en.wikipedia.org/wiki/Greater_earless_lizard,How many egg does this reptile typically lay?,How many egg does this reptile typically lay?,templated,2 – 9 eggs,Females lay 1 to 4 clutches of 2 – 9 eggs a year,0,Greater earless lizard,inaturalist,5033,False,test,2702347
Plegadis chihi,https://en.wikipedia.org/wiki/White-faced_ibis,What does this bird eat?,What does this bird eat?,templated," invertebrates,  vertebrates","The white-faced ibis eats a variety of organisms, including many invertebrates such as insects, leeches, snails, crayfish and earthworms. It may also eat vertebrates such as fish, newts, and frogs",4,Feeding,inaturalist,4408,True,test,2728103
Artamus cyanopterus,https://en.wikipedia.org/wiki/Dusky_woodswallow,How many eggs does this bird typically lay?,How many eggs does this bird typically lay?,templated, three or four eggs,"The female lays white eggs, of which there are usually no more than three or four.",7,Breeding,inaturalist,3695,True,test,2768450
Strix nebulosa,https://en.wikipedia.org/wiki/Great_grey_owl,What is the typical weight of this bird (adult)?,What is the typical weight of this bird when mature?,templated,"580 to 1,900 g",". The adult weight ranges from 580 to 1,900 g (1.28 to 4.19 lb), averaging 1,290 g (2.84 lb) for females and 1,000 g (2.2 lb) for males",1,Description,inaturalist,4558,True,test,2696555
Cistothorus palustris,https://en.wikipedia.org/wiki/Marsh_wren,"What is the habitat of this bird? (e.g. forest, desert, jungle, etc.)",What is the habitat of this bird? ,templated,marshes with tall vegetation,Their breeding habitat is marshes with tall vegetation such as cattails across North America,2,Description,inaturalist,4257,True,test,2764690
Coris julis,https://en.wikipedia.org/wiki/Mediterranean_rainbow_wrasse,"What is the habitat of this fish? (e.g. mangrove swamp, river, coral reef, lagoon, deep water etc.)",What is the habitat of this fish? ,templated, shore ,It is typically found near the shore in places with seagrass or rocks,2,Habitat,inaturalist,2835,False,test,2726119
Coris julis,https://en.wikipedia.org/wiki/Mediterranean_rainbow_wrasse,At what depth does this fish typically occur?,At what depth does this fish typically occur?,templated,0–120 m ,"It is usually found at depths of 0–60 m (0–197 ft), but occurs as deep as 120 m (390 ft).",2,Habitat,inaturalist,2835,False,test,2775789
Coris julis,https://en.wikipedia.org/wiki/Mediterranean_rainbow_wrasse,In which part(s) of the world does this fish live?,In which part(s) of the world does this fish live?,templated,"Mediterranean Sea, the northeast Atlantic Ocean ",It can be found in the Mediterranean Sea and in the northeast Atlantic Ocean from Sweden to Senegal (though it is a rare wanderer to the southern British Isles),0,Mediterranean rainbow wrasse,inaturalist,2835,False,test,2695545
Coris julis,https://en.wikipedia.org/wiki/Mediterranean_rainbow_wrasse,What does this fish eat?,What does this fish eat?,templated,"amphipods, isopods, sea urchins, polychaete, shrimps, and small gastropods","It feeds on amphipods, isopods, sea urchins, polychaete, shrimps, and small gastropods.",0,Mediterranean rainbow wrasse,inaturalist,2835,False,test,2728947
Microcarbo pygmaeus,https://en.wikipedia.org/wiki/Pygmy_cormorant,Where does this animal reside in winter?,Where does this animal reside in winter?,templated,"waters with higher salinity, in estuaries or on barrier lakes","During winter they also go to waters with higher salinity, in estuaries or on barrier lakes.",2,Habitat and ecology,inaturalist,4572,True,test,2780914
Accipiter badius,https://en.wikipedia.org/wiki/Shikra,What does this bird eat?,What does this bird eat?,templated,"rodents, squirrels, small birds, small reptiles and insects. ","They feed on rodents (including Meriones hurrianae), squirrels, small birds, small reptiles (mainly lizards but sometimes small snakes) and insects.",2,Ecology,inaturalist,3111,True,test,2776272
Theristicus caudatus,https://en.wikipedia.org/wiki/Buff-necked_ibis,"What is the habitat of this bird? (e.g. forest, desert, jungle, etc.)",What is the habitat of this bird? ,templated," fields, marshes, savanna and grassland.","The buff-necked ibis lives in a wide range of open habitats, including fields, marshes, savanna and grassland.",3,Habitat and status,inaturalist,4410,True,test,2784851
Theristicus caudatus,https://en.wikipedia.org/wiki/Buff-necked_ibis,How many eggs does this bird typically lay?,How many eggs does this bird typically lay?,templated, two to four eggs,The female usually lays two to four eggs,4,Behavior,inaturalist,4410,True,test,2785782
Hystrix cristata,https://en.wikipedia.org/wiki/Crested_porcupine,What does this animal eat?,What does this animal eat?,templated,"eating roots, bulbs, and leaves","he crested porcupine is for the most part herbivorous, eating roots, bulbs, and leaves,",4,Diet and digestion,inaturalist,4812,True,test,2707618
Arothron hispidus,https://en.wikipedia.org/wiki/White-spotted_puffer,At what depth does this fish typically occur?,At what depth does this fish typically occur?,templated,35 metres,It can be found at depths of three to 35 metres.,0,White-spotted puffer,inaturalist,2936,True,test,2776185
Macropus rufogriseus,https://en.wikipedia.org/wiki/Red-necked_wallaby,In which country or region does this animal live?,In which country or region does this animal live?,templated,"eastern Australia, including Tasmania.",common in the more temperate and fertile parts of eastern Australia,0,Red-necked wallaby,inaturalist,4739,True,test,2785763
Pseudacris regilla,https://en.wikipedia.org/wiki/Pacific_tree_frog,In which part of the world does this animal live?,In which part of the world does this animal live?,templated,Pacific Northwest,"Pacific chorus frog, has a range spanning the Pacific Northwest, from Northern California, Oregon, and Washington to British Columbia in Canada and extreme southern Alaska",0,Pacific tree frog,inaturalist,3000,False,test,2717766
Pseudacris regilla,https://en.wikipedia.org/wiki/Pacific_tree_frog,"What is the habitat of this animal? (e.g. swamp, mountain, desert etc.)",What is the habitat of this animal? ,templated,"ponds, streams, lakes and further away from water","They are found upland in ponds, streams, lakes and sometimes even further away from water",3,"Distribution, habitat and ecology",inaturalist,3000,False,test,2769236
Pseudacris regilla,https://en.wikipedia.org/wiki/Pacific_tree_frog,How big does this animal become typically?,How big does this animal become typically?,templated,2 inches,The Pacific tree frog grows up to 2 inches from snout to urostyle.,2,Anatomy and morphology,inaturalist,3000,False,test,2695849
Raphicerus campestris,https://en.wikipedia.org/wiki/Steenbok,"What is the habitat of this animal? (e.g. swamp, mountain, desert etc.)",What is the habitat of this animal? ,templated," semi-desert, open woodland and thickets","variety of habitats from semi-desert, such as the edge of the Kalahari Desert and Etosha National Park, to open woodland and thickets, including open plains, stony savannah, and Acacia–grassland mosaics.",3,Habitat,inaturalist,4636,False,test,2718696
Raphicerus campestris,https://en.wikipedia.org/wiki/Steenbok,What does this animal eat?,What does this animal eat?,templated,"forbs, woody plants, fruits","Steenbok show a distinct preference for forbs, and then woody plants (especially Flueggea virosa) when few forbs are available. They will also take fruits and only very rarely graze on grass.",4,Diet,inaturalist,4636,False,test,2705658
Raphicerus campestris,https://en.wikipedia.org/wiki/Steenbok,Which animals eat this mammal?,Which animals eat this mammal?,templated,"Southern African wildcat, caracal, jackals, leopard, martial eagle and pythons.","Southern African wildcat, caracal, jackals, leopard, martial eagle and pythons.",6,Anti-predator,inaturalist,4636,False,test,2732155
Raphicerus campestris,https://en.wikipedia.org/wiki/Steenbok,In which country or region does this animal live?,In which country or region does this animal live?,templated,southern and eastern Africa,"The steenbok /ˈsteɪnbɒk, ˈstiːn-/ (Raphicerus campestris) is a common small antelope of southern and eastern Africa",0,Steenbok,inaturalist,4636,False,test,2714403
Raphicerus campestris,https://en.wikipedia.org/wiki/Steenbok,How long is this animal typically pregnant?,How long is this animal typically pregnant?,templated, 170 days,Gestation period is about 170 days,7,Breeding,inaturalist,4636,False,test,2730496
Raphicerus campestris,https://en.wikipedia.org/wiki/Steenbok,How does this animal protect itself against predators?,How does this animal protect itself against predators?,templated, leap away and follow a zigzag route,"If a predator or perceived threat comes closer, a steenbok will leap away and follow a zigzag route to try to shake off the pursuer.",6,Anti-predator,inaturalist,4636,False,test,2713655
Mungos mungo,https://en.wikipedia.org/wiki/Banded_mongoose,How long is this animal typically pregnant?,How long is this animal typically pregnant?,templated,60–70 days,Gestation is 60–70 days.,6,Reproduction,inaturalist,4686,True,test,2734048
Ornithorhynchus anatinus,https://en.wikipedia.org/wiki/Platypus,In which country or region does this animal live?,In which country or region does this animal live?,templated, eastern Australia,"ndemic to eastern Australia, including Tasmania.",0,Platypus,inaturalist,4766,True,test,2776723
Mustela nivalis,https://en.wikipedia.org/wiki/Least_weasel,"What is the habitat of this animal? (e.g. swamp, mountain, desert etc.)",What is the habitat of this animal? ,templated,"fields, open woodland, bushy or rocky areas, parks and gardens","It can be found in fields, open woodland, bushy or rocky areas, parks and gardens",10,Distribution and habitat,inaturalist,4700,True,test,2708557
Serranus scriba,https://en.wikipedia.org/wiki/Painted_comber,In which part(s) of the world does this fish live?,In which part(s) of the world does this fish live?,templated,"eastern Atlantic Ocean, the Mediterranean Sea, and the Black Sea. ","It is found in the eastern Atlantic Ocean, the Mediterranean Sea, and the Black Sea.",0,Painted comber,inaturalist,2885,True,test,2770353
Acris crepitans,https://en.wikipedia.org/wiki/Northern_cricket_frog,How big does this animal become typically?,How big does this animal become typically?,templated,19–38 mm,"The northern cricket frog is one of North America's three smallest vertebrates, ranging from 19–38 mm (0.75–1.50 in) long",1,Description,inaturalist,2980,True,test,2764680
Macaca cyclopis,https://en.wikipedia.org/wiki/Formosan_rock_macaque,In which country or region does this animal live?,In which country or region does this animal live?,templated, island of Taiwan,"Formosan rock monkey or Taiwanese macaque, is a macaque endemic to the island of Taiwan",0,Formosan rock macaque,inaturalist,4784,True,test,2725914
Sclerophrys gutturalis,https://en.wikipedia.org/wiki/Guttural_toad,"What is the habitat of this animal? (e.g. swamp, mountain, desert etc.)",What is the habitat of this animal? ,templated,"subtropical or tropical dry forest, subtropical or tropical moist lowland forest, subtropical or tropical moist montane forest","ts natural habitats are subtropical or tropical dry forest, subtropical or tropical moist lowland forest, subtropical or tropical moist montane forest, dry savanna, moist savanna, temperate shrubland, subtropical or tropical dry shrubland, subtropical or tropical moist shrubland, subtropical or tropical dry lowland grassland, subtropical or tropical seasonally wet or flooded lowland grassland, subtropical or tropical high-altitude grassland, intermittent rivers, freshwater lakes, intermittent freshwater lakes, freshwater marshes, intermittent freshwater marshes, arable land, pastureland, rural gardens, urban areas, heavily degraded former forest, ponds, and canals and ditches.",0,Guttural toad,inaturalist,2971,True,test,2690206
Taxidea taxus,https://en.wikipedia.org/wiki/American_badger,To how many children does a female typically give birth?,To how many children does a female typically give birth?,templated,one to five ,"Young are born from late March to early April in litters ranging from one to five young, averaging about three.",5,Life cycle,inaturalist,4703,True,test,2708327
Pteropus giganteus,https://en.wikipedia.org/wiki/Indian_flying_fox,What does this animal eat?,What does this animal eat?,templated," mangoes and bananas, and nectar.","It is nocturnal and feeds mainly on ripe fruits, such as mangoes and bananas, and nectar",0,Indian flying fox,inaturalist,4724,True,test,2785999
Pteropus giganteus,https://en.wikipedia.org/wiki/Indian_flying_fox,How long is this animal typically pregnant?,How long is this animal typically pregnant?,templated,140 to 150 days.,Gestation period is typically 140 to 150 days.,8,Mating system,inaturalist,4724,True,test,2737462
Glaucomys volans,https://en.wikipedia.org/wiki/Southern_flying_squirrel,What does this animal eat?,What does this animal eat?,templated,fruit and nuts,"They feed on fruit and nuts from trees such as red and white oak, hickory, and beech",1,Description and ecology,inaturalist,4828,True,test,2734672
Fraxinus nigra,https://en.wikipedia.org/wiki/Fraxinus_nigra,How do the seeds of this plant spread?,How do the seeds of this plant spread?,templated,wind-pollinated,"The flowers are produced in spring shortly before the new leaves, in loose panicles; they are inconspicuous with no petals, and are wind-pollinated",1,Description,inaturalist,8549,True,test,2753357
Aconitum napellus,https://en.wikipedia.org/wiki/Aconitum_napellus,Is this plant poisonous?,Is this plant poisonous?,templated,yes,The plant is extremely poisonous in both ingestion and body contact.,0,Aconitum napellus,inaturalist,9196,True,test,2764224
Colias croceus,https://en.wikipedia.org/wiki/Colias_croceus,In which country or region does [this insect] live?,In which country or region does this insect live?,templated, Europe,Colias croceus is one of the most-widespread species in Europe,2,Distribution and ecology,inaturalist,2063,True,test,2769837
Anolis sagrei,https://en.wikipedia.org/wiki/Brown_anole,How many egg does this reptile typically lay?,How many egg does this reptile typically lay?,templated,15 to 18 eggs ,"The female lays its eggs roughly 2 weeks apart from each other, resulting in a total of 15 to 18 eggs in a single breeding season.",10,Reproduction,inaturalist,4993,True,test,2728779
Stomolophus meleagris,https://en.wikipedia.org/wiki/Cannonball_jellyfish,What is the common name for this animal?,What is the common name for this animal?,templated, the cabbagehead jellyfish ,"The cannonball jellyfish (Stomolophus meleagris), also known as the cabbagehead jellyfish,",0,Cannonball jellyfish,inaturalist,5192,True,test,2739603
Pholiota squarrosa,https://en.wikipedia.org/wiki/Pholiota_squarrosa,Does this fungus have medical use?,Does this fungus have medical use?,templated,Yes,The natural function of these compounds may be to quench reactive oxygen species produced by plants as a defensive response to fungal infection.,6,Chemistry,inaturalist,5585,True,test,2686845
Aspidoscelis tigris,https://en.wikipedia.org/wiki/Western_whiptail,"What is the habitat of this reptile? (e.g. swamp, mountain, desert etc.)",What is the habitat of this reptile? ,templated," woodland, chaparral, desert.","It can live in woodland, chaparral, riparian areas, or desert.",2,Geographic range and habitat,inaturalist,5095,True,test,2702074
Mareca americana,https://en.wikipedia.org/wiki/American_wigeon,What is the wingspan of this bird?,What is the wingspan of this bird in cm?,templated, 76–91 cm,"It is 42–59 cm (17–23 in) long, with a 76–91 cm (30–36 in) wingspan and a weight of 512–1,330 g (1.129–2.932 lb).",2,Description,inaturalist,3253,True,test,2739145
Neophron percnopterus,https://en.wikipedia.org/wiki/Egyptian_vulture,Which animals eat this bird?,Which animals eat this bird?,templated," golden eagles, eagle owls, and red foxes etc ","Young birds at the nest are sometimes taken by golden eagles, eagle owls, and red foxes. Only rarely do adult birds attempt to drive away predators. Young birds that fall off of cliff ledges may be preyed on by mammalian predators such as jackals, foxes and wolves.",9,Threats and conservation,inaturalist,3174,True,test,2707511
Neophron percnopterus,https://en.wikipedia.org/wiki/Egyptian_vulture,What is the typical weight of this bird (adult)?,What is the typical weight of this bird when mature?,templated,2.4 kilograms,"Birds from Spain weigh about 1.9 kilograms (4.2 lb) while birds of the Canary Island subspecies majorensis, representing a case of island gigantism, are heavier with an average weight of 2.4 kilograms (5.3 lb).",4,Description,inaturalist,3174,True,test,2780815
Cyclosa conica,https://en.wikipedia.org/wiki/Cyclosa_conica,How big is an adult of this species typically?,How big is an adult of this species typically?,templated,3.6-7.5 mm,"These spiders are small; the females range from 5.3 mm to 7.5 mm, and the males range from 3.6 mm to 4 mm.",0,Cyclosa conica,inaturalist,23,True,test,2778062
Metacarcinus magister,https://en.wikipedia.org/wiki/Dungeness_crab,In which part of the world does this animal live?,In which part of the world does this animal live?,templated,west coast of North America,The Dungeness crab (Metacarcinus magister) is a species of crab inhabiting eelgrass beds and water bottoms along the west coast of North America.,0,Dungeness crab,inaturalist,2707,True,test,2738026
Flabellinopsis iodinea,https://en.wikipedia.org/wiki/Flabellinopsis_iodinea,In which part of the world does this animal live?,In which part of the world does this animal live?,templated, the west coast of North America and farther south,This species is native to the west coast of North America and farther south.,1,Distribution,inaturalist,5315,False,test,2690091
Flabellinopsis iodinea,https://en.wikipedia.org/wiki/Flabellinopsis_iodinea,What does this animal eat?,What does this animal eat?,templated,anemones and fan-like hydroids ,"The cerata are also extensions of the digestive system, and are used to store the stinging cells of the anemones and fan-like hydroids they eat.",2,Description,inaturalist,5315,False,test,2752991
Perna canaliculus,https://en.wikipedia.org/wiki/Perna_canaliculus,"What is the habitat of this animal? (e.g. swamp, mountain, desert etc.)",What is the habitat of this animal? ,templated,intertidal zone ,"It is usually found below the intertidal zone, but it can occur in the intertidal zone",1,Distribution,inaturalist,5231,True,test,2727988
Hasarius adansoni,https://en.wikipedia.org/wiki/Hasarius_adansoni,How big is an adult of this species typically?,How big is an adult of this species typically?,templated,6 - 8 millimeters,"Females grow up to 8 millimeters in length, males up to 6 millimeters.",2,Description,inaturalist,78,True,test,2741431
Araneus quadratus,https://en.wikipedia.org/wiki/Araneus_quadratus,In which country or region does this animal live?,In which country or region does this animal live?,templated,Europe and Central Asia,"Araneus quadratus, the four-spot orb-weaver, is a common orb-weaver spider found in Europe and Central Asia, and as far as the Kamchatka Peninsula and Japan.",0,Araneus quadratus,inaturalist,11,True,test,2766571
Limulus polyphemus,https://en.wikipedia.org/wiki/Horseshoe_crab,How big is an adult of this animal?,How big is an adult of this animal?,templated,30-79.5 cm ,"On average, males of C. rotundicauda are about 30 centimetres (12 inches) long, including a tail (telson) that is about 15 cm (6 in), and their carapace (prosoma) is about 15 cm (6 in) wide. Some southern populations (in the Yucatán Peninsula) of L. polyphemus are somewhat smaller, but otherwise this species is larger. In the largest species, T. tridentatus, females can reach as much as 79.5 cm (31+1⁄4 in) long",3,Anatomy and behavior,inaturalist,2755,True,test,2690814
Pomatomus saltatrix,https://en.wikipedia.org/wiki/Bluefish,What does this fish eat?,What does this fish eat?,templated,"menhaden , sardine-like fish , jacks , weakfish ,  grunts etc ","Depending on area and season, they favor menhaden and other sardine-like fish (Clupeidae), jacks (Scombridae), weakfish (Sciaenidae), grunts (Haemulidae), striped anchovies (Engraulidae), shrimp, and squid",4,Feeding habits,inaturalist,2874,True,test,2714445
Rhabdomys pumilio,https://en.wikipedia.org/wiki/Four-striped_grass_mouse,"What is the habitat of this animal? (e.g. swamp, mountain, desert etc.)",What is the habitat of this animal? ,templated,"savannas, shrublands, ","Its natural habitats are savannas, shrublands, Mediterranean-type shrubby vegetation, hot deserts, arable land, rural gardens, and urban areas.",0,Four-striped grass mouse,inaturalist,4816,True,test,2714027
Elephas maximus,https://en.wikipedia.org/wiki/Asian_elephant,What does this animal eat?,What does this animal eat?,templated,"Legume, palm, sedge and true grass families.","They are known to feed on at least 112 different plant species, most commonly of the order Malvales, as well as the legume, palm, sedge and true grass families.",9,Ecology and behaviour,inaturalist,4792,True,test,2714434
Mephitis mephitis,https://en.wikipedia.org/wiki/Striped_skunk,"What is the habitat of this animal? (e.g. swamp, mountain, desert etc.)",What is the habitat of this animal? ,templated,"mixed woodlands, brushy corners and open fields ","The striped skunk inhabits a wide variety of habitats, particularly mixed woodlands, brushy corners and open fields interspersed with wooded ravines and rocky outcrops.",9,Habitat,inaturalist,4691,True,test,2781940
Bombina orientalis,https://en.wikipedia.org/wiki/Oriental_fire-bellied_toad,How many eggs does this species lay?,How many eggs does this species lay?,templated,40 to 110 eggs,Females lay 40 to 110 eggs in a large cluster near the surface of the water.,7,Breeding,inaturalist,2940,True,test,2704491
Lithobates blairi,https://en.wikipedia.org/wiki/Plains_leopard_frog,"What is the habitat of this animal? (e.g. swamp, mountain, desert etc.)",What is the habitat of this animal? ,templated,"streams, creeks, and ponds. ","the Plains leopard frog is almost always found in or very near permanent water sources, such as streams, creeks, and ponds.",2,Behavior,inaturalist,3026,True,test,2701661
Eurycea bislineata,https://en.wikipedia.org/wiki/Northern_two-lined_salamander,In which part of the world does this animal live?,In which part of the world does this animal live?,templated,"Canada , United States.",The northern two-lined salamander (Eurycea bislineata) is a species of salamander in the family Plethodontidae found in Canada and the United States.,0,Northern two-lined salamander,inaturalist,3082,False,test,2781460
Eurycea bislineata,https://en.wikipedia.org/wiki/Northern_two-lined_salamander,"What is the habitat of this animal? (e.g. swamp, mountain, desert etc.)",What is the habitat of this animal? ,templated,"rivers, freshwater marshes","Its natural habitats are temperate forests, temperate shrubland, rivers, intermittent rivers, freshwater marshes, freshwater springs, arable land, and urban areas.",0,Northern two-lined salamander,inaturalist,3082,False,test,2717842
Eurycea bislineata,https://en.wikipedia.org/wiki/Northern_two-lined_salamander,How big does this animal become typically?,How big does this animal become typically?,templated, 65–120 mm,"The northern two-lined salamander is a small salamander, with adults ranging from 65–120 mm in total length",1,Description,inaturalist,3082,False,test,2704304
Ambystoma macrodactylum,https://en.wikipedia.org/wiki/Long-toed_salamander,In which part of the world does this animal live?,In which part of the world does this animal live?,templated,the Pacific Northwest,"The distribution of the long-toed salamander is primarily in the Pacific Northwest, with an altitudinal range of up to 2,800 m (9,200 ft).",0,Long-toed salamander,inaturalist,3061,False,test,2785026
Ambystoma macrodactylum,https://en.wikipedia.org/wiki/Long-toed_salamander,"What is the habitat of this animal? (e.g. swamp, mountain, desert etc.)",What is the habitat of this animal? ,templated,"temperate rainforests, coniferous forests, montane riparian zones etc","It lives in a variety of habitats, including temperate rainforests, coniferous forests, montane riparian zones, sagebrush plains, red fir forests, semiarid sagebrush, cheatgrass plains, and alpine meadows along the rocky shores of mountain lakes.",0,Long-toed salamander,inaturalist,3061,False,test,2687425
Ambystoma macrodactylum,https://en.wikipedia.org/wiki/Long-toed_salamander,How big does this animal become typically?,How big does this animal become typically?,templated, 4.1–8.9 cm,"This species, typically 4.1–8.9 cm (1.6–3.5 in) long when mature, is characterized by its mottled black, brown, and yellow pigmentation, and its long outer fourth toe on the hind limbs.",0,Long-toed salamander,inaturalist,3061,False,test,2762901
Ambystoma macrodactylum,https://en.wikipedia.org/wiki/Long-toed_salamander,How many eggs does this species lay?,How many eggs does this species lay?,templated,110 eggs,"The number of eggs in a single mass ranges in size, possibly up to 110 eggs per cluster. Females invest a significant amount of resources into egg production, with the ovaries accounting for over 50% of the body mass in the pre-breeding season.",10,Eggs,inaturalist,3061,False,test,2689372
Aneides aeneus,https://en.wikipedia.org/wiki/Green_salamander,How many eggs does this species lay?,How many eggs does this species lay?,templated, 15-25 ,Clutches of eggs average 15-25 eggs.,5,Breeding period,inaturalist,3070,True,test,2698414
Abies sibirica,https://en.wikipedia.org/wiki/Abies_sibirica,What are there two of of the abies sibirica?,What are there two of of this plant?,automatic,Varieties,,3,Varieties,inaturalist,9802,True,test,2777274
Acacia cyclops,https://en.wikipedia.org/wiki/Acacia_cyclops,What part of the body does the seed pod of the acacia cyclops resemble?,What part of the body does the seed pod of this plant resemble?,automatic,eye,,1,Description,inaturalist,7889,True,test,2734863
Acacia dealbata,https://en.wikipedia.org/wiki/Acacia_dealbata,How long does the acacia dealbata tree live?,How long does this tree live?,automatic,30 to 40 years,,1,Description,inaturalist,7890,True,test,2727500
Acacia longifolia,https://en.wikipedia.org/wiki/Acacia_longifolia,What can acacia longifolia prevent in soil?,What can this plant prevent in soil?,automatic,erosion,,4,Uses,inaturalist,7891,True,test,2738438
Acacia melanoxylon,https://en.wikipedia.org/wiki/Acacia_melanoxylon,In what country is the acacia melanoxylon native?,In what country is this tree native?,automatic,Australia,,3,Distribution,inaturalist,7893,True,test,2692456
Acacia melanoxylon,https://en.wikipedia.org/wiki/Acacia_melanoxylon,"Besides boats and musical instruments, what is the decorative timber of the acacia melanoxylon used for?","Besides boats and musical instruments, what is the decorative timber of this tree used for?",automatic,cabinets,,4,Timber,inaturalist,7893,True,test,2698365
Acacia pycnantha,https://en.wikipedia.org/wiki/Acacia_pycnantha,What part of the acacia pycnantha is 5.5 to 6 mm long?,What part of this plant is 5.5 to 6 mm long?,automatic,The oblong seeds,,1,Description,inaturalist,7896,True,test,2717797
Acacia pycnantha,https://en.wikipedia.org/wiki/Acacia_pycnantha,In what european country has the golden wattle become naturalized?,In what european country has this plant become naturalized?,automatic,Italy,,3,Distribution and habitat,inaturalist,7896,True,test,2714191
Acacia saligna,https://en.wikipedia.org/wiki/Acacia_saligna,In what direction does the acacia saligna extend in western australia?,In what direction does this tree extend in western australia?,automatic,north,,0,Acacia saligna,inaturalist,7897,True,test,2701344
Acaena novae-zelandiae,https://en.wikipedia.org/wiki/Acaena_novae-zelandiae,"Does the scape of the acaena novae-zelandiae bear or lack a globular, terminal inflorescence?","Does the scape of this plant bear or lack a globular, terminal inflorescence?",automatic,bears,,1,Description,inaturalist,9351,True,test,2713187
Acanthiza pusilla,https://en.wikipedia.org/wiki/Brown_thornbill,How many inches long does the brown thornbill get?,How many inches long does this bird get?,automatic,3.9,,0,Brown thornbill,inaturalist,3679,True,test,2750026
Acer circinatum,https://en.wikipedia.org/wiki/Acer_circinatum,Is the acer circinatum a native or introduced species to east asia?,Is this plant a native or introduced species to east asia?,automatic,native,,2,Taxonomy,inaturalist,9566,True,test,2752406
Acer glabrum,https://en.wikipedia.org/wiki/Acer_glabrum,"Along with new mexico, in what state is the acer glabrum var. glabrum found?","Along with new mexico, in what state is this plant found?",automatic,Montana,,2,Varieties,inaturalist,9569,True,test,2759219
Acer rubrum,https://en.wikipedia.org/wiki/Acer_rubrum,What tree is less tolerant of pollution and road salt than the red maple?,What tree is less tolerant of pollution and road salt than this tree?,automatic,sugar maples,,6,Cultivation,inaturalist,9578,True,test,2771670
Achyrachaena mollis,https://en.wikipedia.org/wiki/Achyrachaena,Are the flowers of the achyrachaena mollis large or small?,Are the flowers of this plant large or small?,automatic,small,,1,Description,inaturalist,6592,True,test,2690614
Acmispon rigidus,https://en.wikipedia.org/wiki/Ottleya_rigida,"Along with the mojave desert, in what desert is the shrubby deervetch found?","Along with the mojave desert, in what desert is this plant found?",automatic,Sonoran Desert,,0,Ottleya rigida,inaturalist,7901,False,test,2714372
Acmispon rigidus,https://en.wikipedia.org/wiki/Ottleya_rigida,"Besides the mojave desert, where else is the shrubby deervetch found?","Besides the mojave desert, where else is this plant found?",automatic,Sonoran Desert,,0,Ottleya rigida,inaturalist,7901,False,test,2737599
Acmispon rigidus,https://en.wikipedia.org/wiki/Ottleya_rigida,What kind of plant is the acmispon rigidus?,What kind of plant is this plant?,automatic,perennial herbaceous,,1,Description,inaturalist,7901,False,test,2741764
